time,open,high,low,close,Return,Kelly Fraction
2020-09-10,1.18026,1.19174,1.17994,1.18146,,0.0
2020-09-11,1.18145,1.18739,1.18086,1.18459,0.002649264469385404,0.0
2020-09-14,1.18362,1.1888,1.18321,1.18643,0.0015532800378190714,0.0
2020-09-15,1.18648,1.19004,1.18393,1.18462,-0.0015255851588379388,0.0
2020-09-16,1.18465,1.18826,1.17873,1.18155,-0.002591548344616723,0.0
2020-09-17,1.18146,1.18523,1.17374,1.18476,0.0027167703440396096,0.0
2020-09-18,1.18476,1.18703,1.18258,1.18413,-0.0005317532664844693,0.0
2020-09-21,1.18455,1.18717,1.17316,1.17707,-0.0059621832062356495,0.0
2020-09-22,1.177,1.1773500000000001,1.16916,1.17077,-0.0053522730168978905,0.0
2020-09-23,1.17074,1.1718899999999999,1.16511,1.16595,-0.004116948674803833,0.0
2020-09-24,1.1659,1.16868,1.1626400000000001,1.16708,0.0009691667738751519,0.0
2020-09-25,1.16706,1.16849,1.16122,1.16296,-0.0035301778798367822,0.0
2020-09-28,1.16222,1.16799,1.16151,1.1665,0.003043956799890113,0.0
2020-09-29,1.1665,1.17455,1.16609,1.17426,0.006652378911273127,0.0
2020-09-30,1.1743000000000001,1.17547,1.16846,1.1721,-0.0018394563384600549,0.0
2020-10-01,1.1721,1.17694,1.17171,1.17465,0.002175582288200806,0.0
2020-10-02,1.17489,1.17489,1.16957,1.17165,-0.002553952241093005,0.0
2020-10-05,1.17131,1.17974,1.17053,1.17825,0.00563308155165787,0.0
2020-10-06,1.17826,1.18076,1.17316,1.17334,-0.004167197114364529,0.0
2020-10-07,1.1733500000000001,1.17818,1.17248,1.17628,0.0025056675814341123,0.0
2020-10-08,1.17624,1.17816,1.17324,1.17582,-0.00039106335226302136,0.0
2020-10-09,1.17587,1.18304,1.17551,1.18293,0.006046843904679244,0.0
2020-10-12,1.18173,1.18265,1.17866,1.1812,-0.0014624703067805944,0.0
2020-10-13,1.1812,1.18155,1.17305,1.17446,-0.005706061632238413,0.0
2020-10-14,1.17452,1.17712,1.17195,1.17452,5.1087308209796234e-05,0.0
2020-10-15,1.17452,1.17576,1.16882,1.17073,-0.003226850117494795,0.0
2020-10-16,1.17073,1.1746,1.16939,1.1716,0.0007431260837253983,0.0
2020-10-19,1.17195,1.17936,1.1703000000000001,1.17695,0.004566404916353628,0.0
2020-10-20,1.17695,1.18407,1.17598,1.18211,0.004384213433026085,0.0
2020-10-21,1.18214,1.1880600000000001,1.18208,1.18598,0.003273807006116236,0.0
2020-10-22,1.18582,1.18667,1.18114,1.18177,-0.0035498069107404717,0.009993865584904608
2020-10-23,1.18177,1.18646,1.1786699999999999,1.18598,0.0035624529307733965,0.004868598292066906
2020-10-26,1.18551,1.18554,1.18031,1.18087,-0.004308672996171881,0.01431239260283743
2020-10-27,1.18087,1.18387,1.17818,1.1787,-0.0018376281893858204,-0.04524632110990197
2020-10-28,1.1787,1.17879,1.17178,1.17451,-0.0035547637227455464,-0.04838979714758127
2020-10-29,1.17451,1.17586,1.16499,1.1674,-0.006053588304910096,-0.05809308856529261
2020-10-30,1.16741,1.1703999999999999,1.16398,1.16462,-0.002381360287819101,-0.14445591796719726
2020-11-02,1.16468,1.16556,1.16221,1.16404,-0.0004980165204101494,-0.16283558712477472
2020-11-03,1.16406,1.1739600000000001,1.16323,1.1715,0.006408714477165844,-0.10853779589187705
2020-11-04,1.1715,1.17704,1.16019,1.17244,0.0008023900981646293,0.007823135058146096
2020-11-05,1.17244,1.18598,1.17108,1.1826699999999999,0.0087253931970932,0.05665029239449638
2020-11-06,1.18272,1.18909,1.17954,1.18746,0.004050157694031276,0.1153564779276166
2020-11-09,1.18873,1.192,1.17951,1.18127,-0.005212807168241351,0.17964525930358627
2020-11-10,1.18124,1.18432,1.17798,1.18136,7.618918621488113e-05,0.10773183768259138
2020-11-11,1.18138,1.1832799999999999,1.17455,1.17771,-0.003089659375634768,0.05906427001101163
2020-11-12,1.17771,1.18231,1.17586,1.18048,0.0023520221446704515,0.047271039149915484
2020-11-13,1.18047,1.18372,1.1798899999999999,1.18326,0.0023549742477635416,0.048773053111505996
2020-11-16,1.184,1.18688,1.18141,1.18516,0.0016057333130503615,0.0969603781632766
2020-11-17,1.18509,1.18939,1.18428,1.18605,0.0007509534577609944,0.06284168442926441
2020-11-18,1.18618,1.1891,1.18491,1.18526,-0.0006660764723241952,0.11913830047128406
2020-11-19,1.18526,1.18825,1.18163,1.1874500000000001,0.0018476958641986396,0.08377821815629566
2020-11-20,1.1874500000000001,1.18909,1.18497,1.18587,-0.0013305823403091388,0.11041188704046617
2020-11-23,1.18496,1.19061,1.18,1.18399,-0.0015853339742128991,0.03134031369182592
2020-11-24,1.18399,1.18959,1.18358,1.18904,0.004265238726678389,0.02990190219622297
2020-11-25,1.18905,1.19298,1.18819,1.19157,0.0021277669380339592,0.14246591919663465
2020-11-26,1.19164,1.19409,1.18853,1.19127,-0.00025176867494147714,0.1594404087439571
2020-11-27,1.19125,1.1963,1.19067,1.19593,0.003911791617349447,0.1919253672559576
2020-11-30,1.196,1.20034,1.19236,1.19256,-0.002817890679220225,0.21348916364672926
2020-12-01,1.19261,1.20766,1.19253,1.20692,0.012041322868451054,0.1411133730267421
2020-12-02,1.20691,1.21184,1.204,1.21136,0.0036787856693070164,0.1927544759156128
2020-12-03,1.21137,1.21746,1.21011,1.21469,0.002748976357152433,0.19510972597312745
2020-12-04,1.21447,1.21773,1.211,1.21201,-0.002206324247338798,0.256226105640703
2020-12-07,1.21299,1.21664,1.20787,1.21091,-0.0009075832707651221,0.20275304343546643
2020-12-08,1.21091,1.2134,1.20956,1.21022,-0.000569819392027382,0.23416384892068837
2020-12-09,1.21022,1.21474,1.20585,1.20802,-0.0018178512997636398,0.24587271247368278
2020-12-10,1.20789,1.21588,1.2073800000000001,1.21398,0.00493369315077552,0.2619139882611439
2020-12-11,1.21361,1.21628,1.21054,1.21125,-0.0022488014629566955,0.3557089621814109
2020-12-14,1.21366,1.21766,1.21156,1.21432,0.0025345717234264153,0.3569073430289773
2020-12-15,1.21432,1.2168700000000001,1.21214,1.21505,0.0006011594966730538,0.3911153463173961
2020-12-16,1.21489,1.2212399999999999,1.21249,1.21984,0.003942224599810862,0.3706956645662633
2020-12-17,1.21985,1.22729,1.21897,1.22684,0.00573845750262314,0.3822063472247402
2020-12-18,1.22676,1.22719,1.22256,1.22542,-0.0011574451436210387,0.37128430375552
2020-12-21,1.22166,1.22528,1.21296,1.22424,-0.0009629351569258038,0.3230819295776989
2020-12-22,1.22434,1.22573,1.2152,1.21616,-0.0066000130693328884,0.3664649824492808
2020-12-23,1.21618,1.22212,1.2154,1.2186,0.0020063149585580753,0.2811517565295514
2020-12-24,1.21857,1.22157,1.21774,1.21808,-0.00042671918595094116,0.33856214390948425
2020-12-28,1.21696,1.22506,1.21696,1.2216,0.002889793773807936,0.30534965088266874
2020-12-29,1.2216,1.22749,1.2207,1.22482,0.002635887360838307,0.3075416736207765
2020-12-30,1.22471,1.23099,1.2247,1.22961,0.003910778726670117,0.31164725467423376
2020-12-31,1.22963,1.23093,1.22127,1.22155,-0.006554923918966282,0.32335829044899117
2021-01-04,1.22395,1.23098,1.2227999999999999,1.22473,0.002603249969301391,0.2708506079728704
2021-01-05,1.22466,1.23056,1.22432,1.22965,0.004017211956921063,0.2741248337721248
2021-01-06,1.22968,1.23494,1.22657,1.23252,0.0023339974789575724,0.32006167723316326
2021-01-07,1.2325599999999999,1.23441,1.22452,1.2271,-0.004397494563982751,0.36220928701900457
2021-01-08,1.22713,1.22845,1.21932,1.22218,-0.004009453182299727,0.28702714073760427
2021-01-11,1.22116,1.22285,1.21323,1.21497,-0.005899294702907842,0.2255626231179788
2021-01-12,1.21498,1.2209699999999999,1.21372,1.22062,0.004650320584047352,0.17580047877625818
2021-01-13,1.22064,1.22229,1.21399,1.21568,-0.004047123592928137,0.18011029423262928
2021-01-14,1.21568,1.21784,1.21112,1.2154,-0.00023032376941301003,0.1694096951602802
2021-01-15,1.21537,1.21625,1.2075,1.20766,-0.006368273819318815,0.07302443398586997
2021-01-18,1.20813,1.20867,1.20536,1.20757,-7.452428663690114e-05,-0.029280163526528874
2021-01-19,1.20768,1.21449,1.20739,1.21284,0.004364136240549099,-0.0575235141067379
2021-01-20,1.21281,1.21582,1.20767,1.21046,-0.0019623363345534495,0.00879882201706448
2021-01-21,1.2104300000000001,1.21732,1.21022,1.2164,0.004907225352345224,-0.0016379747609828951
2021-01-22,1.21586,1.21894,1.21515,1.21704,0.0005261427162117638,0.05100450414123566
2021-01-25,1.21704,1.21833,1.2116,1.21413,-0.002391047130743451,0.07762947604910533
2021-01-26,1.21371,1.2176,1.21078,1.2159200000000001,0.00147430670521298,0.0034699213354651196
2021-01-27,1.21598,1.21696,1.20586,1.21096,-0.004079215737877506,0.04400183989573406
2021-01-28,1.21086,1.21421,1.20805,1.2121,0.0009414018629847476,-0.027466200067737926
2021-01-29,1.21209,1.21558,1.20944,1.21353,0.0011797706459864,-0.023643004387421385
2021-02-01,1.21301,1.21364,1.20562,1.20594,-0.006254480729771861,-0.05638570621940956
2021-02-02,1.20594,1.20876,1.20117,1.20428,-0.001376519561503864,-0.2060766525907192
2021-02-03,1.20423,1.205,1.20042,1.20351,-0.0006393861892582953,-0.20873620765369225
2021-02-04,1.20349,1.20428,1.19574,1.1962,-0.006073900507681862,-0.20480833554796757
2021-02-05,1.19618,1.20498,1.19522,1.20492,0.0072897508777796105,-0.1984213491505825
2021-02-08,1.20426,1.20661,1.20197,1.20493,8.299306178072285e-06,-0.1180546859558947
2021-02-09,1.20493,1.21221,1.20472,1.21174,0.0056517806013627325,-0.12148950426748308
2021-02-10,1.21173,1.2144,1.21088,1.21172,-1.6505190882587506e-05,-0.08456998323362755
2021-02-11,1.21172,1.21493,1.21135,1.21303,0.00108110784669746,-0.11189807294552595
2021-02-12,1.21303,1.21349,1.20815,1.21189,-0.0009397953884076049,-0.15180057315360618
2021-02-15,1.2124,1.21452,1.21167,1.21274,0.0007013837889577879,-0.08793325156420698
2021-02-16,1.21271,1.21694,1.20949,1.2105299999999999,-0.0018223197057902762,-0.11489108758933148
2021-02-17,1.21047,1.21089,1.20234,1.20374,-0.005609113363567952,-0.19096455811781496
2021-02-18,1.20351,1.20944,1.2035,1.20908,0.004436173924601494,-0.28576700078010964
2021-02-19,1.20908,1.2144300000000001,1.20823,1.21174,0.0022000198498033363,-0.16980596058323869
2021-02-22,1.21131,1.21694,1.20912,1.21554,0.00313598626768119,-0.09913502685155204
2021-02-23,1.21564,1.21802,1.21353,1.21493,-0.0005018345755796183,0.007790545688492441
2021-02-24,1.21493,1.21745,1.21092,1.21665,0.0014157194241644078,-0.05527982743456913
2021-02-25,1.21637,1.22432,1.2156,1.21743,0.0006411046726666481,0.012382978052316222
2021-02-26,1.2173,1.21828,1.20622,1.20727,-0.00834544901965617,0.024628899797694993
2021-03-01,1.20688,1.21012,1.20278,1.20488,-0.001979673146852101,-0.0017635829653539351
2021-03-02,1.20488,1.20944,1.19915,1.20893,0.0033613305889383938,-0.02719461631317931
2021-03-03,1.20898,1.21132,1.20429,1.20627,-0.0022002928209243766,-0.041625396433077846
2021-03-04,1.20627,1.20662,1.19616,1.1969400000000001,-0.0077345867840531435,-0.044883553670302084
2021-03-05,1.1968,1.19767,1.1892800000000001,1.1912,-0.004795562016475463,-0.2338108076290201
2021-03-08,1.19166,1.19321,1.18442,1.1846,-0.005540631296171883,-0.29574201646474446
2021-03-09,1.18456,1.19157,1.18356,1.19001,0.004566942427823628,-0.33959308049610937
2021-03-10,1.19002,1.19298,1.18687,1.19284,0.0023781312762076734,-0.27148559317115295
2021-03-11,1.19283,1.199,1.19158,1.19851,0.004753361724958882,-0.1903252676410431
2021-03-12,1.1985000000000001,1.19886,1.19098,1.19519,-0.0027701062152172273,-0.12884304476637787
2021-03-15,1.19473,1.19674,1.1911100000000001,1.19271,-0.0020749838937742515,-0.1679492152394612
2021-03-16,1.19271,1.19517,1.18823,1.19009,-0.0021966781531134183,-0.12108759446023605
2021-03-17,1.19009,1.19853,1.18863,1.19802,0.006663361594501316,-0.1302834288888692
2021-03-18,1.19802,1.1989,1.19062,1.19135,-0.0055675197409059685,-0.04470360056694873
2021-03-19,1.19134,1.19372,1.18738,1.19044,-0.0007638393419230338,-0.039459875899702054
2021-03-22,1.18828,1.19467,1.18744,1.19332,0.0024192735459158676,-0.1350569786452054
2021-03-23,1.19337,1.19407,1.18423,1.1848,-0.007139744578151586,-0.10163415723797625
2021-03-24,1.1847699999999999,1.18516,1.18097,1.18123,-0.003013166779203269,-0.2553216324438378
2021-03-25,1.18122,1.18277,1.17619,1.17677,-0.0037757253032855154,-0.28971684619478544
2021-03-26,1.17683,1.18049,1.17677,1.17933,0.0021754463489040976,-0.3282895442293075
2021-03-29,1.17886,1.17937,1.17608,1.17642,-0.0024675027346034994,-0.3009822565210683
2021-03-30,1.1764000000000001,1.17736,1.17114,1.17169,-0.0040206728889343735,-0.3161663573472022
2021-03-31,1.1717,1.17598,1.17041,1.17298,0.0011009738070650865,-0.33921783434493763
2021-04-01,1.17298,1.17799,1.17124,1.17759,0.003930160787055215,-0.2830915819441563
2021-04-02,1.1776,1.17864,1.17488,1.17608,-0.0012822799106648741,-0.29244892476131495
2021-04-05,1.17543,1.1819600000000001,1.17382,1.18125,0.0043959594585401,-0.3243240655068605
2021-04-06,1.18125,1.18776,1.17951,1.1874,0.0052063492063492145,-0.30018157141492574
2021-04-07,1.1873,1.19147,1.18609,1.18668,-0.0006063668519454835,-0.2283165226131672
2021-04-08,1.18666,1.19273,1.18605,1.19124,0.0038426534533320122,-0.23737402740530195
2021-04-09,1.1912099999999999,1.19202,1.18672,1.1901,-0.0009569859977839323,-0.19181911868228912
2021-04-12,1.18881,1.1919,1.18712,1.19099,0.0007478363162760626,-0.12584178044520888
2021-04-13,1.19093,1.1956,1.18775,1.19474,0.0031486410465242365,-0.10813750969476604
2021-04-14,1.19478,1.19874,1.19459,1.19784,0.002594706798132007,-0.11067815596210222
2021-04-15,1.19781,1.19933,1.19561,1.19655,-0.0010769384892806988,-0.06604635560371083
2021-04-16,1.19654,1.19949,1.19504,1.19809,0.0012870335548034184,-0.0012162987064672057
2021-04-19,1.19716,1.20481,1.1942599999999999,1.20367,0.004657413049103054,0.06053229551736676
2021-04-20,1.20364,1.20798,1.20224,1.20343,-0.00019939019831016758,0.15995307264237263
2021-04-21,1.20343,1.20436,1.19984,1.20343,0.0,0.11550811475567224
2021-04-22,1.20345,1.2069,1.19937,1.2014,-0.0016868451010860763,0.08962009794736293
2021-04-23,1.20139,1.21,1.20129,1.20973,0.006933577492924892,0.026420020284092335
2021-04-26,1.20922,1.2117,1.20613,1.20841,-0.0010911525712349324,0.11665621140844695
2021-04-27,1.20854,1.20928,1.20568,1.20892,0.00042204218766817014,0.12600630550493142
2021-04-28,1.20896,1.2134800000000001,1.20563,1.2125,0.002961320848360538,0.16029440424351302
2021-04-29,1.21249,1.21502,1.21021,1.21187,-0.0005195876288659473,0.13284981721514197
2021-04-30,1.2119,1.21266,1.20166,1.20208,-0.00807842425342653,0.18793011947204818
2021-05-03,1.20301,1.20759,1.20129,1.20629,0.0035022627445762122,0.10811732903287584
2021-05-04,1.2063,1.20641,1.19992,1.20121,-0.00421125931575328,0.11716523948859617
2021-05-05,1.20118,1.20268,1.1985999999999999,1.20036,-0.0007076198166848791,0.14838152012543926
2021-05-06,1.20036,1.20716,1.19931,1.20646,0.005081808790696085,0.17295757038852125
2021-05-07,1.20647,1.21713,1.2053,1.21618,0.00805662848333144,0.2573216428789781
2021-05-10,1.216,1.21783,1.21278,1.21282,-0.002762748935190573,0.28537232112553057
2021-05-11,1.2128,1.21817,1.2123,1.2147000000000001,0.0015501063636813583,0.28265128501112546
2021-05-12,1.21472,1.21521,1.20656,1.20705,-0.006297851321313996,0.34560940766210785
2021-05-13,1.20724,1.21061,1.20515,1.20791,0.0007124808417215966,0.26375666865970065
2021-05-14,1.20787,1.21476,1.20708,1.21441,0.005381195618878953,0.248014408968504
2021-05-17,1.21323,1.2168700000000001,1.2126000000000001,1.21511,0.0005764115908135636,0.30250114670183836
2021-05-18,1.21513,1.22339,1.2147999999999999,1.2221899999999999,0.005826632979730295,0.28469407127381224
2021-05-19,1.2221899999999999,1.22452,1.21599,1.21744,-0.003886466097742458,0.28774739917555325
2021-05-20,1.21744,1.2229,1.2169,1.22269,0.004312327506899694,0.2552991868281101
2021-05-21,1.2227000000000001,1.22398,1.2161,1.21806,-0.0037867325323672762,0.25783139605275335
2021-05-24,1.21776,1.223,1.21722,1.2215,0.0028241630133163387,0.23006592988309466
2021-05-25,1.22146,1.22664,1.22117,1.22497,0.002840769545640498,0.24174748869921997
2021-05-26,1.22491,1.2263,1.2182,1.21922,-0.0046939925059388266,0.2400668456607336
2021-05-27,1.21906,1.22151,1.21751,1.21934,9.842358229050774e-05,0.16795709851311325
2021-05-28,1.21932,1.2205,1.21327,1.21896,-0.00031164400413341564,0.1898262532679863
2021-05-31,1.21993,1.22314,1.21833,1.2225,0.002904114983264261,0.16748824455707334
2021-06-01,1.22254,1.22543,1.22118,1.22126,-0.0010143149284252972,0.15560634771456996
2021-06-02,1.22125,1.22265,1.21643,1.221,-0.00021289487905928883,0.1475553626718454
2021-06-03,1.2209699999999999,1.22143,1.21183,1.21265,-0.00683865683865692,0.14545208438903195
2021-06-04,1.21261,1.21856,1.21041,1.21662,0.003273821795241938,0.09455516383999465
2021-06-07,1.21595,1.22018,1.21448,1.21893,0.001898702963949228,0.06264584414933069
2021-06-08,1.21891,1.21942,1.21643,1.21726,-0.0013700540638100778,0.0965837106884816
2021-06-09,1.21722,1.22179,1.21709,1.21787,0.0005011254785336483,0.07319190465397307
2021-06-10,1.21787,1.2195,1.21432,1.21751,-0.00029559805233725367,0.05024874670307325
2021-06-11,1.21751,1.2193100000000001,1.20927,1.21063,-0.005650877610861471,0.05266988054521381
2021-06-14,1.21025,1.21303,1.20942,1.212,0.0011316422028198048,0.07890956285889426
2021-06-15,1.2119,1.21473,1.21014,1.21264,0.0005280528052804545,0.055974536969508645
2021-06-16,1.21256,1.2134800000000001,1.1994,1.19943,-0.010893587544530847,0.11535282503423788
2021-06-17,1.19939,1.20064,1.18918,1.19069,-0.007286794560749654,-0.00616805441821497
2021-06-18,1.19056,1.19251,1.18537,1.18597,-0.0039640880497863185,-0.1620197651426663
2021-06-21,1.1855,1.19212,1.1847699999999999,1.19185,0.004957966896296018,-0.3624323555982234
2021-06-22,1.19166,1.19525,1.18809,1.19413,0.0019129924067624593,-0.23311652810503186
2021-06-23,1.19376,1.19703,1.19116,1.19258,-0.0012980161288971281,-0.226107249367388
2021-06-24,1.19254,1.19563,1.19175,1.19315,0.00047795535729244776,-0.15890655930409373
2021-06-25,1.19315,1.19752,1.19265,1.1937,0.0004609646733437778,-0.16302222798280827
2021-06-28,1.19316,1.19445,1.19025,1.19242,-0.0010722962218312482,-0.2622582662009092
2021-06-29,1.1923,1.19298,1.18777,1.1896,-0.002364938528370941,-0.2743232173524884
2021-06-30,1.18954,1.1909,1.18452,1.1856,-0.00336247478143914,-0.4450102535752151
2021-07-01,1.18559,1.18842,1.18374,1.18497,-0.0005313765182185515,-0.43631526800742926
2021-07-02,1.18491,1.18743,1.18071,1.18646,0.001257415799556183,-0.566677193618545
2021-07-05,1.18576,1.18805,1.18515,1.18634,-0.00010114120998605536,-0.4857551288298988
2021-07-06,1.18619,1.1895,1.18067,1.18231,-0.0033970025456445674,-0.5653138625439185
2021-07-07,1.18235,1.18362,1.17817,1.17903,-0.0027742301088546917,-0.7268204891302621
2021-07-08,1.17899,1.18679,1.17836,1.18449,0.004630925421744925,-0.6872442443806279
2021-07-09,1.1844000000000001,1.18811,1.18251,1.18774,0.0027437969083741187,-0.48136179708178145
2021-07-12,1.18715,1.18802,1.18361,1.18606,-0.0014144509741190747,-0.4182181366586654
2021-07-13,1.18593,1.18752,1.17724,1.17765,-0.007090703674350163,-0.5058586269181096
2021-07-14,1.17761,1.18388,1.17719,1.18358,0.005035451959410686,-0.60808863400986
2021-07-15,1.18349,1.18506,1.17962,1.18118,-0.002027746328934432,-0.4646879424615926
2021-07-16,1.18118,1.18224,1.17921,1.18055,-0.0005333649401445539,-0.39232872903684757
2021-07-19,1.18054,1.18243,1.1764000000000001,1.17987,-0.0005760027106009868,-0.4682109458656093
2021-07-20,1.1798,1.18025,1.17558,1.17805,-0.0015425428225143145,-0.5020540860456253
2021-07-21,1.1779600000000001,1.18047,1.17519,1.17946,0.0011968931709178676,-0.5047296551512551
2021-07-22,1.17907,1.18303,1.17575,1.17707,-0.002026351042002217,-0.47981439367268713
2021-07-23,1.17705,1.17865,1.17544,1.17689,-0.0001529220861971048,-0.5058934570138093
2021-07-26,1.17677,1.18173,1.17635,1.18029,0.0028889700821657094,-0.42305001763766265
2021-07-27,1.1803,1.18411,1.1770100000000001,1.18165,0.001152259190537963,-0.36986038740068206
2021-07-28,1.18159,1.18494,1.17721,1.18441,0.0023357170058815324,-0.35265152703319314
2021-07-29,1.18431,1.18927,1.18402,1.18865,0.0035798414400418643,-0.17162922903277208
2021-07-30,1.18858,1.19087,1.18517,1.1873,-0.0011357422285785956,-0.021227649526560886
2021-08-02,1.18641,1.18969,1.1859,1.18688,-0.00035374378842756293,0.016332059855195414
2021-08-03,1.1867,1.18933,1.18537,1.18637,-0.00042969803181447386,-0.05900099257416687
2021-08-04,1.18631,1.18997,1.1832799999999999,1.18367,-0.002275849861341661,-0.09144612612127359
2021-08-05,1.1836,1.1857199999999999,1.18282,1.18327,-0.0003379320249731199,-0.10536446372601739
2021-08-06,1.18324,1.18357,1.17544,1.17611,-0.006051028083193244,-0.10835374541896249
2021-08-09,1.17568,1.1769,1.17349,1.17362,-0.0021171489061396764,-0.1780360185292782
2021-08-10,1.17358,1.17429,1.17098,1.17203,-0.0013547826383328854,-0.1906645340296483
2021-08-11,1.17184,1.1754,1.17061,1.17388,0.0015784578893032197,-0.17845537812976248
2021-08-12,1.1738,1.17482,1.17237,1.17296,-0.0007837257641326589,-0.1240420776740936
2021-08-13,1.1729,1.18048,1.17281,1.17962,0.005677942981857864,-0.12722833824993127
2021-08-16,1.17941,1.18007,1.17675,1.17768,-0.0016445974127259344,-0.06117030858782703
2021-08-17,1.1776200000000001,1.17845,1.17081,1.17081,-0.005833503158752973,-0.07786340160025047
2021-08-18,1.17088,1.17425,1.16937,1.17108,0.00023060957798448634,-0.10421512527549628
2021-08-19,1.17087,1.17176,1.16657,1.16756,-0.0030057724493629534,-0.0783023573995718
2021-08-20,1.1675200000000001,1.17045,1.1663999999999999,1.16996,0.0020555688786874082,-0.18001136778584112
2021-08-23,1.16897,1.17503,1.16897,1.1745700000000001,0.0039403056514752954,-0.19374143789443107
2021-08-24,1.17449,1.1764999999999999,1.17273,1.17555,0.0008343478890147082,-0.11864437619092567
2021-08-25,1.17537,1.17743,1.1726,1.17716,0.0013695716898471932,-0.021976902478965755
